z,n.n+n.z,symbol,"energy [keV]",halflife,spin,"magnetic dipole [nm]",method,description,nsr,journal,indc
48,111,Cd,620,"9.7 ps",5/2+,+0.48(13),TF,"Transient Field integral perturbed angular correlation",2016St09,"PR C93 031302 (2016)",indc-nds-0816
48,112,Cd,617,"6.5 ps",2+,+0.72(5),TF,"Transient Field integral perturbed angular correlation",2011Ch23,"PR C83 054318 (2011)",indc-nds-0816
48,113,Cd,0,"8 x 1015 y",1/2+,-0.6213(3),OP/RD,"Optical Pumping with Radiative Detection",1972Sp09,"PL 42A 273 (72)",indc-nds-0794
48,113,Cd,264,"14.1 y",11/2-,-1.0883(3),OP/RD,"Optical Pumping with Radiative Detection",1969Ch07,"PL 29A 103 (69)",indc-nds-0794
48,113,Cd,299,"29 ps",3/2+,-0.4(8),TF,"Transient Field integral perturbed angular correlation",1988Be45,"HFI 43 457 (88)",indc-nds-0816
48,113,Cd,584,"6.9 ps",5/2+,+0.42(10),TF,"Transient Field integral perturbed angular correlation",2016St09,"PR C93 031302 (2016)",indc-nds-0816
48,113,Cd,681,"4.9 ps",3/2+,+2.1(6),TF,"Transient Field integral perturbed angular correlation",2016St09,"PR C93 031302 (2016)",indc-nds-0816
48,114,Cd,558,"10.2 ps",2+,+0.65(4),TF,"Transient Field integral perturbed angular correlation",2011Ch23,"PR C83 054318 (2011)",indc-nds-0816
48,115,Cd,0,"53.5 h",1/2+,-0.6483(2),OP/RD,"Optical Pumping with Radiative Detection",1969Ch07,"PL 29A 103 (69)",indc-nds-0794
48,115,Cd,181,"44.6 d",11/2-,-1.0394(6),OP/RD,"Optical Pumping with Radiative Detection",1969Ch07,"PL 29A 103 (69)",indc-nds-0794
48,116,Cd,513,"14.1 ps",2+,+0.59(5),TF,"Transient Field integral perturbed angular correlation",2011Ch23,"PR C83 054318 (2011)",indc-nds-0816
48,117,Cd,0,"2.49 h",1/2+,-0.7425(4),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,117,Cd,136,"3.36 h",11/2-,-0.9961(5),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,119,Cd,0,"2.69 m",1/2+,-0.9188(4),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,119,Cd,147,"2.20 m",11/2-,-0.9628(5),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,121,Cd,0,"13.5 s",3/2+,+0.6260(7),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,121,Cd,215,"8.3 s",11/2-,-1.0085(6),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,123,Cd,0,"2.10 s",3/2+,+0.7885(7),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,123,Cd,317,"1.82 s",11/2-,-1.0000(6),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,125,Cd,0,"0.68 s",3/2+,+0.8591(7),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,125,Cd,"0 + x","0.48 s",11/2-,-0.9333(4),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,127,Cd,0,"0.37 s",3/2+,+0.8771(8),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,127,Cd,"0 + x",-,11/2-,-0.8690(5),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,129,Cd,0,"154 ms",11/2-,-0.7052(6),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
48,129,Cd,"0 + x","146 ms",3/2+,+0.8469(9),CLS,"Resonance Cell Laser Spectroscopy",2013Yo02,"PRL 110 192501 (2013)",indc-nds-0794
49,104,In,0,"1.7 m",5+,+4.43(2),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Eb02,"NP A464 9 (87)",indc-nds-0794
49,105,In,0,"5.07 m",9/2+,+5.667(5),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Eb02,"NP A464 9 (87)",indc-nds-0794
49,106,In,0,"6.2 m",7+,+4.908(7),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Eb02,"NP A464 9 (87)",indc-nds-0794
49,107,In,0,"32.4 min",9/2+,+5.577(8),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Eb02,"NP A464 9 (87)",indc-nds-0794
